distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeheel,distance_rightkneeheel,distance_leftheelindex,distance_rightheelindex,distance_hips_anomalien,distance_leftkneehips_anomalien,distance_rightkneehips_anomalien,distance_leftkneeheel_anomalien,distance_rightkneeheel_anomalien,distance_leftheelindex_anomalien,distance_rightheelindex_anomalien
0.1259428647205373,0.17378323373649,0.1655318863405515,0.302183898355249,0.2381943035161344,0.0564680422000901,0.1394046719840447,0,0,0,0,0,0,0
0.1263606087715846,0.1689468565411802,0.1615737002231208,0.3065386889715158,0.2424637361912722,0.0591428660764996,0.137700652726564,0,0,0,0,0,0,0
0.1241950179854711,0.1667041962520312,0.1570889082992699,0.2858497486014874,0.2242913623662641,0.0966939658477294,0.0997826387843632,0,0,0,0,0,0,0
0.1258879025411903,0.1479843789939073,0.1615673897786645,0.2564791256355633,0.266191855440229,0.1340803234540171,0.1192549859985035,0,0,0,0,0,0,0
0.1265746242056923,0.1697390575602138,0.1594827752084448,0.2322439462205982,0.2657908216829334,0.1305284848881414,0.1339870696770798,0,0,0,0,0,0,0
0.1266859548310135,0.1716747113093075,0.1698866692455553,0.2179427106924175,0.2651577550825864,0.1411618565137543,0.0959299450694227,0,0,0,0,0,0,0
0.1288611448467992,0.1712901491875072,0.1752893199899647,0.2063996770374512,0.265494632355171,0.128459722073033,0.0822374497649342,0,0,0,0,0,0,0
0.1324772421913209,0.1586632210912662,0.1730222690947387,0.1976391150800351,0.2735996688930779,0.2081886535623067,0.0551083452741584,0,0,0,0,0,0,0
0.1326243541230655,0.1624546985657069,0.1551483401712164,0.2872667076851031,0.2083038854573237,0.056184806102821,0.1244074538897276,0,0,0,0,0,0,0
0.1334352240662971,0.1526156185532619,0.152779235555135,0.2910297826041082,0.2040516242573002,0.0656702633158269,0.0803563956596263,0,0,0,0,0,0,0
0.1325164835614098,0.1531604641552931,0.1591417450501083,0.2803083408737694,0.212511047682866,0.0269737409054777,0.1450244415246866,0,0,0,0,0,0,0
0.1294514683894861,0.1617628833959382,0.1534560290371294,0.2253800306692651,0.3229685290846218,0.1502770297766242,0.0488554682693245,0,0,0,0,0,0,0
0.1282810919938402,0.1690864907596102,0.1526148549856238,0.2417491958606593,0.327148386219345,0.1392535052852229,0.0560104788594595,0,0,0,0,0,0,0
0.1279286084965046,0.1714920513178366,0.1438668175230453,0.2481221865913014,0.2718880673937388,0.1056147704729886,0.090911531432494,0,0,0,0,0,0,0
0.1292539447750282,0.1615237424680858,0.1470818672741281,0.258228327984466,0.2872987203713693,0.1363827942982505,0.1022808372718951,0,0,0,0,0,0,0
0.1325569605296641,0.1590352878579883,0.1499458985718612,0.2600510096683947,0.2491563271917016,0.1451721808614498,0.1104491228652645,0,0,0,0,0,0,0
0.1334892695328376,0.1643026274944582,0.1511430531536165,0.2654914480430236,0.2088243433806414,0.1231978675794239,0.1193924025340777,0,0,0,0,0,0,0
0.1359209738267101,0.1635754256820047,0.1557721179154081,0.2762115258074456,0.1980564457370851,0.1018314861397896,0.1465469137051206,0,0,0,0,0,0,0
0.1383749316526553,0.1712510404892732,0.1577234145634688,0.2712163916076437,0.1880849741165319,0.0772138556128459,0.1369797359182291,0,0,0,0,0,0,0
0.1398292427713814,0.1702351594076786,0.1580797036326721,0.2861702209009754,0.190906047921563,0.0754730271344041,0.1333966494660416,0,0,0,0,0,0,0
0.1399508579350931,0.1676108840498909,0.1601027993862155,0.2898392510057638,0.1886979474818604,0.0600682129929859,0.1329723785414144,0,0,0,0,0,0,0
0.137966252304225,0.1625860033805654,0.1554284179888083,0.2937827765246755,0.1910274766409855,0.0474293791625957,0.1335484859116645,0,0,0,0,0,0,0
0.1392610227020538,0.1557083580250556,0.1481890975063612,0.3006636475739991,0.1994863601251411,0.0531438243731211,0.1321899003643799,0,0,0,0,0,0,0
0.1359665147629914,0.1565983623657979,0.1481879186346705,0.3341566390386803,0.2139308552339948,0.0658214834642926,0.1364501175329974,0,0,0,0,0,0,0
0.1343861033477807,0.1630748129882887,0.1552953215973948,0.3329083960973387,0.2407280713769698,0.0736870170890741,0.1462683726743141,0,0,0,0,0,0,0
0.1314492928947972,0.1673352092538299,0.1545864060872543,0.3125432439114544,0.2545611493438297,0.0809645892166433,0.1343679213875369,0,0,0,0,0,0,0
